"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","HOUSECOST","RENT","IDX2015","Q","1973-Q3",9.38275510364415,
"AUS","HOUSECOST","RENT","IDX2015","Q","1973-Q4",9.72535903741667,
"AUS","HOUSECOST","RENT","IDX2015","Q","1974-Q1",9.85338921202221,
"AUS","HOUSECOST","RENT","IDX2015","Q","1974-Q2",10.2419537020565,
"AUS","HOUSECOST","RENT","IDX2015","Q","1974-Q3",10.5666715870258,
"AUS","HOUSECOST","RENT","IDX2015","Q","1974-Q4",10.9970527062788,
"AUS","HOUSECOST","RENT","IDX2015","Q","1975-Q1",11.4058035475987,
"AUS","HOUSECOST","RENT","IDX2015","Q","1975-Q2",11.8878021694269,
"AUS","HOUSECOST","RENT","IDX2015","Q","1975-Q3",12.3860679369426,
"AUS","HOUSECOST","RENT","IDX2015","Q","1975-Q4",12.8162324080201,
"AUS","HOUSECOST","RENT","IDX2015","Q","1976-Q1",13.2305310957207,
"AUS","HOUSECOST","RENT","IDX2015","Q","1976-Q2",13.6246394014739,
"AUS","HOUSECOST","RENT","IDX2015","Q","1976-Q3",14.2050083912338,
"AUS","HOUSECOST","RENT","IDX2015","Q","1976-Q4",14.5460280623474,
"AUS","HOUSECOST","RENT","IDX2015","Q","1977-Q1",14.9644838787313,
"AUS","HOUSECOST","RENT","IDX2015","Q","1977-Q2",15.2665080254464,
"AUS","HOUSECOST","RENT","IDX2015","Q","1977-Q3",15.5635486458723,
"AUS","HOUSECOST","RENT","IDX2015","Q","1977-Q4",15.9192371641722,
"AUS","HOUSECOST","RENT","IDX2015","Q","1978-Q1",16.2403809460021,
"AUS","HOUSECOST","RENT","IDX2015","Q","1978-Q2",16.5431077478874,
"AUS","HOUSECOST","RENT","IDX2015","Q","1978-Q3",16.835251608428,
"AUS","HOUSECOST","RENT","IDX2015","Q","1978-Q4",17.1998680500084,
"AUS","HOUSECOST","RENT","IDX2015","Q","1979-Q1",17.6136392588737,
"AUS","HOUSECOST","RENT","IDX2015","Q","1979-Q2",18.0004193648898,
"AUS","HOUSECOST","RENT","IDX2015","Q","1979-Q3",18.2861415226565,
"AUS","HOUSECOST","RENT","IDX2015","Q","1979-Q4",18.5701889123786,
"AUS","HOUSECOST","RENT","IDX2015","Q","1980-Q1",18.8078103017374,
"AUS","HOUSECOST","RENT","IDX2015","Q","1980-Q2",19.1833662125159,
"AUS","HOUSECOST","RENT","IDX2015","Q","1980-Q3",19.5541700500695,
"AUS","HOUSECOST","RENT","IDX2015","Q","1980-Q4",19.8475631097908,
"AUS","HOUSECOST","RENT","IDX2015","Q","1981-Q1",20.2769792934985,
"AUS","HOUSECOST","RENT","IDX2015","Q","1981-Q2",20.6402286432054,
"AUS","HOUSECOST","RENT","IDX2015","Q","1981-Q3",21.0910986782416,
"AUS","HOUSECOST","RENT","IDX2015","Q","1981-Q4",21.6744738454018,
"AUS","HOUSECOST","RENT","IDX2015","Q","1982-Q1",22.2889843973482,
"AUS","HOUSECOST","RENT","IDX2015","Q","1982-Q2",23.0128851306496,
"AUS","HOUSECOST","RENT","IDX2015","Q","1982-Q3",23.8143657646598,
"AUS","HOUSECOST","RENT","IDX2015","Q","1982-Q4",24.4115763983187,
"AUS","HOUSECOST","RENT","IDX2015","Q","1983-Q1",24.8452704318552,
"AUS","HOUSECOST","RENT","IDX2015","Q","1983-Q2",25.2928534937727,
"AUS","HOUSECOST","RENT","IDX2015","Q","1983-Q3",25.6293286271452,
"AUS","HOUSECOST","RENT","IDX2015","Q","1983-Q4",26.055710175122,
"AUS","HOUSECOST","RENT","IDX2015","Q","1984-Q1",26.5748989017252,
"AUS","HOUSECOST","RENT","IDX2015","Q","1984-Q2",27.1179864210501,
"AUS","HOUSECOST","RENT","IDX2015","Q","1984-Q3",27.5393987979871,
"AUS","HOUSECOST","RENT","IDX2015","Q","1984-Q4",28.0658095414991,
"AUS","HOUSECOST","RENT","IDX2015","Q","1985-Q1",28.6665889062963,
"AUS","HOUSECOST","RENT","IDX2015","Q","1985-Q2",29.218227480471,
"AUS","HOUSECOST","RENT","IDX2015","Q","1985-Q3",29.9959363777984,
"AUS","HOUSECOST","RENT","IDX2015","Q","1985-Q4",30.7154420599585,
"AUS","HOUSECOST","RENT","IDX2015","Q","1986-Q1",31.4819897712524,
"AUS","HOUSECOST","RENT","IDX2015","Q","1986-Q2",32.328136050134,
"AUS","HOUSECOST","RENT","IDX2015","Q","1986-Q3",33.0921825534048,
"AUS","HOUSECOST","RENT","IDX2015","Q","1986-Q4",33.9089979766218,
"AUS","HOUSECOST","RENT","IDX2015","Q","1987-Q1",34.6647637329169,
"AUS","HOUSECOST","RENT","IDX2015","Q","1987-Q2",35.527427631792,
"AUS","HOUSECOST","RENT","IDX2015","Q","1987-Q3",36.559328034176,
"AUS","HOUSECOST","RENT","IDX2015","Q","1987-Q4",37.5511486389483,
"AUS","HOUSECOST","RENT","IDX2015","Q","1988-Q1",38.6733751297863,
"AUS","HOUSECOST","RENT","IDX2015","Q","1988-Q2",39.6313526842731,
"AUS","HOUSECOST","RENT","IDX2015","Q","1988-Q3",40.7591722949722,
"AUS","HOUSECOST","RENT","IDX2015","Q","1988-Q4",41.7383099912444,
"AUS","HOUSECOST","RENT","IDX2015","Q","1989-Q1",42.7752274888247,
"AUS","HOUSECOST","RENT","IDX2015","Q","1989-Q2",43.6334723065558,
"AUS","HOUSECOST","RENT","IDX2015","Q","1989-Q3",44.4200372527289,
"AUS","HOUSECOST","RENT","IDX2015","Q","1989-Q4",45.1968049550832,
"AUS","HOUSECOST","RENT","IDX2015","Q","1990-Q1",45.784336572832,
"AUS","HOUSECOST","RENT","IDX2015","Q","1990-Q2",46.3541898880962,
"AUS","HOUSECOST","RENT","IDX2015","Q","1990-Q3",46.8990101934687,
"AUS","HOUSECOST","RENT","IDX2015","Q","1990-Q4",47.4711466591883,
"AUS","HOUSECOST","RENT","IDX2015","Q","1991-Q1",47.7950270583577,
"AUS","HOUSECOST","RENT","IDX2015","Q","1991-Q2",48.1597084953847,
"AUS","HOUSECOST","RENT","IDX2015","Q","1991-Q3",48.2822732947667,
"AUS","HOUSECOST","RENT","IDX2015","Q","1991-Q4",48.3792452285223,
"AUS","HOUSECOST","RENT","IDX2015","Q","1992-Q1",48.5310954217375,
"AUS","HOUSECOST","RENT","IDX2015","Q","1992-Q2",48.5982187850062,
"AUS","HOUSECOST","RENT","IDX2015","Q","1992-Q3",48.6533142694886,
"AUS","HOUSECOST","RENT","IDX2015","Q","1992-Q4",48.6567958286953,
"AUS","HOUSECOST","RENT","IDX2015","Q","1993-Q1",48.7149820703415,
"AUS","HOUSECOST","RENT","IDX2015","Q","1993-Q2",48.7721720636099,
"AUS","HOUSECOST","RENT","IDX2015","Q","1993-Q3",48.8337812223636,
"AUS","HOUSECOST","RENT","IDX2015","Q","1993-Q4",49.0300490625578,
"AUS","HOUSECOST","RENT","IDX2015","Q","1994-Q1",49.0818909683168,
"AUS","HOUSECOST","RENT","IDX2015","Q","1994-Q2",49.1308155492975,
"AUS","HOUSECOST","RENT","IDX2015","Q","1994-Q3",49.1978635948341,
"AUS","HOUSECOST","RENT","IDX2015","Q","1994-Q4",49.3077744773444,
"AUS","HOUSECOST","RENT","IDX2015","Q","1995-Q1",49.5419347450015,
"AUS","HOUSECOST","RENT","IDX2015","Q","1995-Q2",49.8560011405546,
"AUS","HOUSECOST","RENT","IDX2015","Q","1995-Q3",50.1968465523496,
"AUS","HOUSECOST","RENT","IDX2015","Q","1995-Q4",50.4963925734909,
"AUS","HOUSECOST","RENT","IDX2015","Q","1996-Q1",51.00534817825,
"AUS","HOUSECOST","RENT","IDX2015","Q","1996-Q2",51.3061326713642,
"AUS","HOUSECOST","RENT","IDX2015","Q","1996-Q3",51.746073630464,
"AUS","HOUSECOST","RENT","IDX2015","Q","1996-Q4",52.1411912947646,
"AUS","HOUSECOST","RENT","IDX2015","Q","1997-Q1",52.463910680643,
"AUS","HOUSECOST","RENT","IDX2015","Q","1997-Q2",52.8485395628277,
"AUS","HOUSECOST","RENT","IDX2015","Q","1997-Q3",53.2048660684823,
"AUS","HOUSECOST","RENT","IDX2015","Q","1997-Q4",53.6978502149425,
"AUS","HOUSECOST","RENT","IDX2015","Q","1998-Q1",54.0116926438892,
"AUS","HOUSECOST","RENT","IDX2015","Q","1998-Q2",54.4800292834783,
"AUS","HOUSECOST","RENT","IDX2015","Q","1998-Q3",54.9445317439878,
"AUS","HOUSECOST","RENT","IDX2015","Q","1998-Q4",55.2511036645641,
"AUS","HOUSECOST","RENT","IDX2015","Q","1999-Q1",55.6505919864265,
"AUS","HOUSECOST","RENT","IDX2015","Q","1999-Q2",55.9309131139105,
"AUS","HOUSECOST","RENT","IDX2015","Q","1999-Q3",56.2240367708354,
"AUS","HOUSECOST","RENT","IDX2015","Q","1999-Q4",56.7159061940082,
"AUS","HOUSECOST","RENT","IDX2015","Q","2000-Q1",57.1973019988472,
"AUS","HOUSECOST","RENT","IDX2015","Q","2000-Q2",57.6575549244185,
"AUS","HOUSECOST","RENT","IDX2015","Q","2000-Q3",58.1430385785691,
"AUS","HOUSECOST","RENT","IDX2015","Q","2000-Q4",58.4515534293461,
"AUS","HOUSECOST","RENT","IDX2015","Q","2001-Q1",59.0188342161016,
"AUS","HOUSECOST","RENT","IDX2015","Q","2001-Q2",59.481400523552,
"AUS","HOUSECOST","RENT","IDX2015","Q","2001-Q3",59.8741964085371,
"AUS","HOUSECOST","RENT","IDX2015","Q","2001-Q4",60.2764586831701,
"AUS","HOUSECOST","RENT","IDX2015","Q","2002-Q1",60.6611162380282,
"AUS","HOUSECOST","RENT","IDX2015","Q","2002-Q2",61.0319617320159,
"AUS","HOUSECOST","RENT","IDX2015","Q","2002-Q3",61.3337114363909,
"AUS","HOUSECOST","RENT","IDX2015","Q","2002-Q4",61.5493511655821,
"AUS","HOUSECOST","RENT","IDX2015","Q","2003-Q1",61.7553261735098,
"AUS","HOUSECOST","RENT","IDX2015","Q","2003-Q2",62.0389521009249,
"AUS","HOUSECOST","RENT","IDX2015","Q","2003-Q3",62.4207929453064,
"AUS","HOUSECOST","RENT","IDX2015","Q","2003-Q4",62.9189699220135,
"AUS","HOUSECOST","RENT","IDX2015","Q","2004-Q1",63.3013695385815,
"AUS","HOUSECOST","RENT","IDX2015","Q","2004-Q2",63.6840294062407,
"AUS","HOUSECOST","RENT","IDX2015","Q","2004-Q3",64.0572553352126,
"AUS","HOUSECOST","RENT","IDX2015","Q","2004-Q4",64.3812576479539,
"AUS","HOUSECOST","RENT","IDX2015","Q","2005-Q1",64.6647069027107,
"AUS","HOUSECOST","RENT","IDX2015","Q","2005-Q2",65.0547943972493,
"AUS","HOUSECOST","RENT","IDX2015","Q","2005-Q3",65.4194467938396,
"AUS","HOUSECOST","RENT","IDX2015","Q","2005-Q4",65.9367445406617,
"AUS","HOUSECOST","RENT","IDX2015","Q","2006-Q1",66.4864025986225,
"AUS","HOUSECOST","RENT","IDX2015","Q","2006-Q2",66.9665867203895,
"AUS","HOUSECOST","RENT","IDX2015","Q","2006-Q3",67.6960810827279,
"AUS","HOUSECOST","RENT","IDX2015","Q","2006-Q4",68.4042832924287,
"AUS","HOUSECOST","RENT","IDX2015","Q","2007-Q1",69.402045777835,
"AUS","HOUSECOST","RENT","IDX2015","Q","2007-Q2",70.4271241939525,
"AUS","HOUSECOST","RENT","IDX2015","Q","2007-Q3",71.6111786121788,
"AUS","HOUSECOST","RENT","IDX2015","Q","2007-Q4",72.8805669561476,
"AUS","HOUSECOST","RENT","IDX2015","Q","2008-Q1",74.2310281270116,
"AUS","HOUSECOST","RENT","IDX2015","Q","2008-Q2",75.8947968243273,
"AUS","HOUSECOST","RENT","IDX2015","Q","2008-Q3",77.441633049117,
"AUS","HOUSECOST","RENT","IDX2015","Q","2008-Q4",78.9959303199673,
"AUS","HOUSECOST","RENT","IDX2015","Q","2009-Q1",80.2480463418834,
"AUS","HOUSECOST","RENT","IDX2015","Q","2009-Q2",81.3616294923702,
"AUS","HOUSECOST","RENT","IDX2015","Q","2009-Q3",82.2737224855154,
"AUS","HOUSECOST","RENT","IDX2015","Q","2009-Q4",83.0993325530719,
"AUS","HOUSECOST","RENT","IDX2015","Q","2010-Q1",83.9859955828089,
"AUS","HOUSECOST","RENT","IDX2015","Q","2010-Q2",84.8236035141759,
"AUS","HOUSECOST","RENT","IDX2015","Q","2010-Q3",85.7412310990453,
"AUS","HOUSECOST","RENT","IDX2015","Q","2010-Q4",86.6525024543859,
"AUS","HOUSECOST","RENT","IDX2015","Q","2011-Q1",87.7211722574354,
"AUS","HOUSECOST","RENT","IDX2015","Q","2011-Q2",88.655514417085,
"AUS","HOUSECOST","RENT","IDX2015","Q","2011-Q3",89.7538289207968,
"AUS","HOUSECOST","RENT","IDX2015","Q","2011-Q4",90.7519290149878,
"AUS","HOUSECOST","RENT","IDX2015","Q","2012-Q1",91.637809997472,
"AUS","HOUSECOST","RENT","IDX2015","Q","2012-Q2",92.5857880258454,
"AUS","HOUSECOST","RENT","IDX2015","Q","2012-Q3",93.3107338243647,
"AUS","HOUSECOST","RENT","IDX2015","Q","2012-Q4",94.1156746085681,
"AUS","HOUSECOST","RENT","IDX2015","Q","2013-Q1",94.8310661775458,
"AUS","HOUSECOST","RENT","IDX2015","Q","2013-Q2",95.7869237672811,
"AUS","HOUSECOST","RENT","IDX2015","Q","2013-Q3",96.3215483548576,
"AUS","HOUSECOST","RENT","IDX2015","Q","2013-Q4",96.9255896834559,
"AUS","HOUSECOST","RENT","IDX2015","Q","2014-Q1",97.5691715597061,
"AUS","HOUSECOST","RENT","IDX2015","Q","2014-Q2",98.0759234725611,
"AUS","HOUSECOST","RENT","IDX2015","Q","2014-Q3",98.6945579640272,
"AUS","HOUSECOST","RENT","IDX2015","Q","2014-Q4",99.1881961946862,
"AUS","HOUSECOST","RENT","IDX2015","Q","2015-Q1",99.5702807262584,
"AUS","HOUSECOST","RENT","IDX2015","Q","2015-Q2",99.9150741089353,
"AUS","HOUSECOST","RENT","IDX2015","Q","2015-Q3",100.155614915557,
"AUS","HOUSECOST","RENT","IDX2015","Q","2015-Q4",100.35903024925,
"AUS","HOUSECOST","RENT","IDX2015","Q","2016-Q1",100.473030375203,
"AUS","HOUSECOST","RENT","IDX2015","Q","2016-Q2",100.660789152948,
"AUS","HOUSECOST","RENT","IDX2015","Q","2016-Q3",100.889870725126,
"AUS","HOUSECOST","RENT","IDX2015","Q","2016-Q4",100.984560122754,
"AUS","HOUSECOST","RENT","IDX2015","Q","2017-Q1",101.102369790879,
"AUS","HOUSECOST","RENT","IDX2015","Q","2017-Q2",101.312445892911,
"AUS","HOUSECOST","RENT","IDX2015","Q","2017-Q3",101.440690937032,
"AUS","HOUSECOST","RENT","IDX2015","Q","2017-Q4",101.705144074259,
"AUS","HOUSECOST","RENT","IDX2015","Q","2018-Q1",101.917026509502,
"AUS","HOUSECOST","RENT","IDX2015","Q","2018-Q2",101.956967058662,
"AUS","HOUSECOST","RENT","IDX2015","Q","2018-Q3",102.081055569341,
"AUS","HOUSECOST","RENT","IDX2015","Q","2018-Q4",102.249101887288,
"AUS","HOUSECOST","RENT","IDX2015","Q","2019-Q1",102.368615534239,
"AUS","HOUSECOST","RENT","IDX2015","Q","2019-Q2",102.417627101544,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2000-Q1",59.0065535812505,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2000-Q2",59.3883175330008,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2000-Q3",57.4202848429446,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2000-Q4",58.5202870716886,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q1",59.7299301689251,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q2",58.3341315540293,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q3",59.8314429907344,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q4",58.4317895901083,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q1",58.926042933969,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q2",58.9669112409297,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q3",60.2636901587668,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q4",59.5180787676,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q1",59.4551925624444,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q2",59.593819280379,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q3",58.5693802396199,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q4",60.7007534871765,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q1",55.4972966058109,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q2",58.7803767270378,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q3",58.9051710609611,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q4",60.5667600365696,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q1",60.3556907241192,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q2",61.0308815061418,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q3",61.1675060595525,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q4",62.853714431705,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q1",63.2010783390964,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q2",63.6934681864702,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q3",64.2811128138266,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q4",64.3085574327584,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q1",65.7415201271865,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q2",67.0795420903872,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q3",67.6111223481041,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q4",67.0031398014104,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q1",66.9032232920582,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q2",66.4055206517686,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q3",67.7130388163809,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q4",69.2841507840958,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q1",69.9669071643502,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q2",70.2253704848186,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q3",69.8043263891599,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q4",70.8544244426834,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q1",73.9743910661777,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q2",76.3194581108843,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q3",77.7812066417968,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q4",79.1149441811408,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q1",79.0226901168975,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q2",80.8132104611603,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q3",82.2738577180335,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q4",84.2796661836083,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q1",85.6360190669055,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q2",86.44088003723,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q3",88.3202550013785,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q4",89.8825377645696,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q1",90.563814788622,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q2",91.3694710791318,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q3",93.5291974394561,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q4",92.9375166927909,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q1",94.5360440759399,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q2",95.3292567952394,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q3",94.1760609169992,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q4",97.2786382118223,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q1",94.0602995461405,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q2",99.2952489548392,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q3",103.237950592851,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q4",103.406500906169,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q1",106.705460501686,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q2",108.162361016553,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q3",108.849945843374,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q4",110.412232638387,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q1",111.757755260209,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q2",113.5103354526,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q3",114.390593205703,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q4",117.376605389685,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q1",117.752197927676,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q2",117.775017136569,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q3",120.081214601928,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q4",122.951570345812,
"AUT","HOUSECOST","NOMINAL","IDX2015","Q","2019-Q1",122.647724588383,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2000-Q1",83.5761241224857,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2000-Q2",83.4820922296953,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2000-Q3",80.2220749670081,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2000-Q4",81.3883646547107,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2001-Q1",82.9003995113644,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2001-Q2",80.7917306659642,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2001-Q3",82.7092973246715,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2001-Q4",80.5726274410697,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2002-Q1",80.9999314724023,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2002-Q2",80.6106720955927,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2002-Q3",81.8058390906782,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2002-Q4",80.1532263478102,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2003-Q1",79.3357309187928,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2003-Q2",78.927800672323,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2003-Q3",77.0528403294345,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2003-Q4",79.3515552507547,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2004-Q1",72.1966607727995,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2004-Q2",75.8031385915041,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2004-Q3",75.1119463495308,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2004-Q4",76.1673785609885,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2005-Q1",74.5278645752596,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2005-Q2",74.1830585365141,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2005-Q3",73.2825413922153,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2005-Q4",74.3940806382586,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2006-Q1",74.1813668908568,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2006-Q2",74.1428727926239,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2006-Q3",74.2160790503394,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2006-Q4",73.5521023511097,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2007-Q1",74.2804552686235,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2007-Q2",74.8614623037387,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2007-Q3",74.5455891371472,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2007-Q4",73.1289420241192,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2008-Q1",72.4594409570049,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2008-Q2",71.6878077728587,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2008-Q3",73.0772680026759,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2008-Q4",74.8633403933251,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2009-Q1",75.8408093372652,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2009-Q2",76.1327001561153,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2009-Q3",75.5982968139057,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2009-Q4",76.6086286316369,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2010-Q1",79.8497111816148,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2010-Q2",82.283844755194,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2010-Q3",83.7470549662926,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2010-Q4",84.9523396236891,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2011-Q1",84.451549486759,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2011-Q2",85.6351394135927,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2011-Q3",86.2357862108476,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2011-Q4",87.3291464818464,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2012-Q1",87.5773420927173,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2012-Q2",87.8671424717481,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2012-Q3",89.6141358805705,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2012-Q4",91.3352582843985,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2013-Q1",92.6715307824232,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2013-Q2",93.6375158311013,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2013-Q3",95.7223861411237,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2013-Q4",94.7017693833936,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2014-Q1",95.4285208471148,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2014-Q2",95.6742259285971,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","Q","2014-Q3",94.1598388657449,
